adress,area,floor,price,rooms,total_floors,year
"посёлок Соцгород, Самара, Бакинская улица, 36, Куйбышевский, Самара, Самарская область",44.0,3/5,1650000,2,5,1960
"Самара, Партизанская улица, 171В, Советский, Самара, Самарская область",52.4,2/10,2990000,2,5,1966
"Василевского 3, Красноглинский, Самара, Самарская область",30.0,1/3,1520000,1,3,2014
"Самара, Ленинская улица, 217, Ленинский, Самара, Самарская область",116.3,9/9,10250000,3,1,1917
"Самара, улица Николая Панова, 44А, Октябрьский, Самара, Самарская область",38.0,4/5,2190000,2,4,1969
"Самарская область,Самара,Промышленный район,Кирова проспект,51 Б, Промышленный, Самара, Самарская область",41.0,3/3,830000,2,,1
"Самара, Краснодонская улица, 95, Кировский, Самара, Самарская область",45.0,13/15,2900000,1,15,2007
"Самара, Ново-Садовая улица, 174, Промышленный, Самара, Самарская область",72.0,4/12,4500000,3,12,1996
"жилой район Южный Город - 1, Волжский район, Самарская область, Николаевский проспект, 22, Самара, Самарская область",35.0,4/5,1900000,1,5,2016
"Самара, улица Лейтенанта Шмидта, 3, Октябрьский, Самара, Самарская область",102.8,10/12,6400000,3,14,2003
"Самара, улица Стара Загора, 71, Промышленный, Самара, Самарская область",43.0,5/5,2260000,2,5,1966
"Самара, улица Шверника, 19А, Промышленный, Самара, Самарская область",45.0,5/16,3100000,1,9,1988
"Самара, Ново-Вокзальная улица, 138, Промышленный, Самара, Самарская область",62.0,5/9,3999333,3,9,1976
